action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,remaining_time,dist
Jump Shot,Jump Shot,492,20000098,34.0083,45,36,-118.2248,1,4,0,2000-01,5,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,HOU,141,65,57.62811813689564
Jump Shot,Jump Shot,55,20000108,34.0333,237,11,-118.0328,4,1,0,2000-01,52,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,144,292,237.25513693068905
Driving Layup Shot,Layup,120,20000108,34.0443,0,0,-118.2698,10,2,0,2000-01,5,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,150,605,0.0
Jump Shot,Jump Shot,179,20000108,33.8753,7,169,-118.2628,4,2,0,2000-01,14,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,152,254,169.14490828872147
Driving Layup Shot,Layup,186,20000108,34.0443,0,0,-118.2698,3,2,0,2000-01,22,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,153,202,0.0
Tip Shot,Tip Shot,220,20000108,34.0443,0,0,-118.2698,0,2,0,2000-01,26,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,156,26,0.0
Reverse Dunk Shot,Dunk,318,20000108,34.0443,0,0,-118.2698,3,3,0,2000-01,53,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,159,233,0.0
Dunk Shot,Dunk,418,20000108,34.0443,0,0,-118.2698,5,4,0,2000-01,32,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,DEN,165,332,0.0
Jump Shot,Jump Shot,77,20000124,33.8503,70,194,-118.1998,1,1,0,2000-01,36,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-16,LAL @ SAC,SAC,172,96,206.24257562394826
Alley Oop Dunk Shot,Dunk,328,20000124,34.0443,0,0,-118.2698,11,4,0,2000-01,44,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-16,LAL @ SAC,SAC,182,704,0.0
Jump Shot,Jump Shot,54,20000140,34.0503,174,-6,-118.0958,6,1,0,2000-01,24,17,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,192,384,174.1034175425629
Driving Layup Shot,Layup,57,20000140,34.0443,0,0,-118.2698,6,1,0,2000-01,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,193,362,0.0
Jump Shot,Jump Shot,100,20000140,34.0403,153,4,-118.1168,0,1,0,2000-01,18,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,196,18,153.0522786501397
Jump Shot,Jump Shot,256,20000140,33.9783,-162,66,-118.4318,10,3,0,2000-01,5,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,202,605,174.92855684535903
Jump Shot,Jump Shot,411,20000140,33.8883,-214,156,-118.4838,5,4,0,2000-01,19,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,210,319,264.8244701684495
Jump Shot,Jump Shot,425,20000140,33.9073,-149,137,-118.4188,3,4,0,2000-01,38,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-18,LAL @ DEN,DEN,211,218,202.41047403728885
Driving Dunk Shot,Dunk,322,20000147,34.0443,0,0,-118.2698,0,3,0,2000-01,4,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-19,LAL vs. CHI,CHI,228,4,0.0
Jump Shot,Jump Shot,56,20000180,33.8903,106,154,-118.1638,6,1,0,2000-01,22,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-24,LAL vs. MIN,MIN,257,382,186.9545399288287
Jump Shot,Jump Shot,86,20000180,33.8903,106,154,-118.1638,3,1,0,2000-01,25,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-24,LAL vs. MIN,MIN,260,205,186.9545399288287
Jump Shot,Jump Shot,256,20000180,33.9073,115,137,-118.1548,9,3,0,2000-01,18,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-24,LAL vs. MIN,MIN,264,558,178.86866690396056
Turnaround Jump Shot,Jump Shot,308,20000180,34.0633,-141,-19,-118.4108,3,3,0,2000-01,12,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-24,LAL vs. MIN,MIN,267,192,142.27438279606062
Alley Oop Dunk Shot,Dunk,62,20000198,34.0443,0,0,-118.2698,5,1,0,2000-01,17,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-27,LAL @ LAC,LAC,279,317,0.0
Jump Shot,Jump Shot,207,20000198,33.9033,98,141,-118.1718,2,2,0,2000-01,38,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-27,LAL @ LAC,LAC,282,158,171.71196813268432
Jump Shot,Jump Shot,374,20000198,33.9283,51,116,-118.2188,10,4,0,2000-01,39,12,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-11-27,LAL @ LAC,LAC,293,639,126.7162183779172
Running Jump Shot,Jump Shot,171,20000206,33.9383,-65,106,-118.3348,8,2,0,2000-01,11,12,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,299,491,124.34226956268732
Turnaround Jump Shot,Jump Shot,203,20000206,33.9383,-115,106,-118.3848,6,2,0,2000-01,11,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,300,371,156.40012787718558
Running Jump Shot,Jump Shot,205,20000206,33.9893,-86,55,-118.3558,5,2,0,2000-01,47,10,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,301,347,102.08329931972223
Jump Shot,Jump Shot,439,20000206,33.8273,-117,217,-118.3868,9,4,0,2000-01,23,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,317,563,246.53194519169315
Jump Shot,Jump Shot,243,20000222,33.8603,167,184,-118.1028,0,2,0,2000-01,28,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-11-30,LAL @ SEA,SEA,327,28,248.48541204666316
Jump Shot,Jump Shot,254,20000222,34.0253,129,19,-118.1408,10,3,0,2000-01,59,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-30,LAL @ SEA,SEA,328,659,130.39171752837677
Layup Shot,Layup,36,20000230,34.0443,0,0,-118.2698,8,1,0,2000-01,14,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,335,494,0.0
Running Jump Shot,Jump Shot,208,20000230,33.9893,-16,55,-118.2858,3,2,0,2000-01,14,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,346,194,57.28001396647874
Jump Shot,Jump Shot,267,20000230,33.9763,26,68,-118.2438,10,3,0,2000-01,15,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,348,615,72.80109889280519
Jump Shot,Jump Shot,4,20000246,33.8633,-16,181,-118.2858,11,1,0,2000-01,18,18,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,365,678,181.70580618131055
Driving Layup Shot,Layup,428,20000246,34.0443,0,0,-118.2698,4,4,0,2000-01,16,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,390,256,0.0
Driving Layup Shot,Layup,466,20000246,34.0443,0,0,-118.2698,1,4,0,2000-01,14,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,391,74,0.0
Running Jump Shot,Jump Shot,473,20000246,34.0333,-73,11,-118.3428,0,4,0,2000-01,41,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,392,41,73.824115301167
Jump Shot,Jump Shot,99,20000258,33.7973,117,247,-118.1528,1,1,0,2000-01,27,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,397,87,273.3093485411723
Jump Shot,Jump Shot,439,20000258,33.8633,153,181,-118.1168,4,4,0,2000-01,16,23,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,418,256,237.00210969525142
Jump Shot,Jump Shot,106,20000267,34.0443,-147,0,-118.4168,0,1,0,2000-01,0,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,428,0,147.0
Turnaround Jump Shot,Jump Shot,201,20000267,33.9783,-60,66,-118.3298,0,2,0,2000-01,33,8,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,434,33,89.19641248391103
Layup Shot,Layup,250,20000267,34.0443,0,0,-118.2698,8,3,0,2000-01,25,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,439,505,0.0
Jump Shot,Jump Shot,267,20000267,33.8163,96,228,-118.1738,6,3,0,2000-01,37,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,440,397,247.38633753705963
Jump Shot,Jump Shot,2,20000280,33.9113,-86,133,-118.3558,11,1,0,2000-01,43,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,456,703,158.3824485225557
Jump Shot,Jump Shot,55,20000280,34.0103,60,34,-118.2098,6,1,0,2000-01,24,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,459,384,68.96375859826666
Jump Shot,Jump Shot,283,20000280,33.8733,117,171,-118.1528,7,3,0,2000-01,35,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,472,455,207.1955597979841
Jump Shot,Jump Shot,477,20000280,34.0403,-101,4,-118.3708,1,4,0,2000-01,43,10,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,480,103,101.07917688624102
Jump Shot,Jump Shot,226,20000297,33.8183,153,226,-118.1168,1,2,0,2000-01,19,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,491,79,272.91940202191563
Jump Shot,Jump Shot,302,20000297,33.9173,87,127,-118.1828,5,3,0,2000-01,16,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,497,316,153.9415473483361
Jump Shot,Jump Shot,106,20000309,33.7873,32,257,-118.2378,2,1,0,2000-01,33,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-12-12,LAL vs. MIL,MIL,509,153,258.9845555240699
Jump Shot,Jump Shot,120,20000309,33.8523,180,192,-118.0898,0,1,0,2000-01,44,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-12-12,LAL vs. MIL,MIL,511,44,263.1805463935357
Jump Shot,Jump Shot,365,20000309,33.9383,-16,106,-118.2858,0,3,0,2000-01,0,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-12,LAL vs. MIL,MIL,523,0,107.20074626605916
Jump Shot,Jump Shot,27,20000320,33.9363,161,108,-118.1088,8,1,0,2000-01,53,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,533,533,193.86851214160592
Layup Shot,Layup,228,20000320,34.0443,0,0,-118.2698,1,2,0,2000-01,11,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,544,71,0.0
Jump Shot,Jump Shot,275,20000320,34.0403,226,4,-118.0438,8,3,0,2000-01,36,22,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,546,516,226.035395458322
Driving Layup Shot,Layup,453,20000320,34.0443,0,0,-118.2698,0,4,0,2000-01,47,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,555,47,0.0
Jump Shot,Jump Shot,3,20000334,33.7913,45,253,-118.2248,11,1,0,2000-01,18,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2000-12-15,LAL vs. VAN,VAN,558,678,256.9708154635464
Jump Shot,Jump Shot,29,20000334,33.9663,-143,78,-118.4128,7,1,0,2000-01,17,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-15,LAL vs. VAN,VAN,560,437,162.8895331198417
Jump Shot,Jump Shot,282,20000334,34.0103,-149,34,-118.4188,6,3,0,2000-01,30,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-15,LAL vs. VAN,VAN,573,390,152.82997088267732
Jump Shot,Jump Shot,371,20000347,33.8563,123,188,-118.1468,2,3,0,2000-01,26,22,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-17,LAL @ TOR,TOR,591,146,224.66196829904254
Jump Shot,Jump Shot,439,20000347,33.9453,-4,99,-118.2738,8,4,0,2000-01,13,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-17,LAL @ TOR,TOR,596,493,99.08077512817509
Jump Shot,Jump Shot,460,20000347,33.8673,-134,177,-118.4038,6,4,0,2000-01,14,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-17,LAL @ TOR,TOR,597,374,222.00225224082752
Turnaround Jump Shot,Jump Shot,515,20000347,33.9723,-48,72,-118.3178,0,4,0,2000-01,48,8,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-17,LAL @ TOR,TOR,601,48,86.53323061113575
Jump Shot,Jump Shot,24,20000352,33.8793,110,165,-118.1598,8,1,0,2000-01,39,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-19,LAL @ MIA,MIA,605,519,198.3053201505194
Jump Shot,Jump Shot,219,20000352,34.0443,125,0,-118.1448,10,3,0,2000-01,33,12,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-19,LAL @ MIA,MIA,617,633,125.0
Jump Shot,Jump Shot,420,20000352,34.0443,-166,0,-118.4358,0,4,0,2000-01,18,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-19,LAL @ MIA,MIA,628,18,166.0
Jump Shot,Jump Shot,68,20000373,33.9663,159,78,-118.1108,3,1,0,2000-01,43,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-21,LAL @ HOU,HOU,634,223,177.10166571774533
Jump Shot,Jump Shot,327,20000373,34.0213,56,23,-118.2138,3,3,0,2000-01,20,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-21,LAL @ HOU,HOU,646,200,60.53924347066124
Jump Shot,Jump Shot,378,20000373,33.9113,106,133,-118.1638,9,4,0,2000-01,44,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-21,LAL @ HOU,HOU,649,584,170.07351351694948
Driving Layup Shot,Layup,402,20000373,34.0443,0,0,-118.2698,6,4,0,2000-01,16,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-21,LAL @ HOU,HOU,651,376,0.0
Dunk Shot,Dunk,472,20000373,34.0443,0,0,-118.2698,0,4,0,2000-01,11,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-21,LAL @ HOU,HOU,654,11,0.0
Layup Shot,Layup,6,20000379,34.0443,0,0,-118.2698,11,1,0,2000-01,6,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-22,LAL @ DAL,DAL,656,666,0.0
Jump Shot,Jump Shot,10,20000379,33.9073,3,137,-118.2668,10,1,0,2000-01,47,13,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-22,LAL @ DAL,DAL,657,647,137.03284277865654
Jump Shot,Jump Shot,275,20000379,33.9513,167,93,-118.1028,9,3,0,2000-01,1,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-22,LAL @ DAL,DAL,669,541,191.1491564197969
Alley Oop Dunk Shot,Dunk,296,20000379,34.0443,0,0,-118.2698,5,3,0,2000-01,51,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-22,LAL @ DAL,DAL,670,351,0.0
