action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,remaining_time,dist
41,0,488,20000019,34.0403,121,4,-118.1488,1,4,0,0,20,12,1.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-01,LAL vs. UTA,1,31,80,121.06609764917675
26,0,499,20000019,34.0103,127,34,-118.1428,0,4,0,0,30,13,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-01,LAL vs. UTA,1,32,30,131.47243057006287
26,0,184,20000047,33.8603,91,184,-118.1788,3,2,0,0,30,20,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,39,210,205.27298896834918
26,0,202,20000047,33.7723,-27,272,-118.2968,0,2,0,0,4,27,1.0,1,4,Above the Break 3,3,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,40,4,273.33678859604686
26,0,212,20000047,33.9783,-176,66,-118.4458,11,3,0,0,12,18,0.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,41,672,187.9680823969857
27,2,219,20000047,34.0403,7,4,-118.2628,10,3,0,0,13,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,42,613,8.06225774829855
26,0,229,20000047,33.9113,150,133,-118.1198,8,3,0,0,59,20,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,43,539,200.47194317410106
26,0,233,20000047,34.0293,49,15,-118.2208,8,3,0,0,29,5,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,44,509,51.24451190127583
27,2,289,20000047,34.0403,-4,4,-118.2738,3,3,0,0,21,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,46,201,5.656854249492381
33,1,295,20000047,34.0403,-4,4,-118.2738,2,3,0,0,55,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,47,175,5.656854249492381
47,1,300,20000047,34.0353,1,9,-118.2688,2,3,0,0,38,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,48,158,9.055385138137417
26,0,398,20000047,33.9243,121,120,-118.1488,4,4,0,0,55,17,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,49,295,170.41420128616042
27,2,445,20000047,34.0353,1,9,-118.2688,1,4,0,0,8,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,51,68,9.055385138137417
27,2,446,20000047,34.0353,-12,9,-118.2818,1,4,0,0,6,1,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-04,LAL @ VAN,2,52,66,15.0
26,0,7,20000049,33.9743,24,70,-118.2458,10,1,0,0,33,7,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,53,633,74.0
26,0,11,20000049,34.0483,-189,-4,-118.4588,10,1,0,0,4,18,0.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,54,604,189.04232330353963
26,0,80,20000049,33.8503,-155,194,-118.4248,2,1,0,0,33,24,0.0,1,2,Above the Break 3,3,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,56,153,248.31633051412467
26,0,105,20000049,33.8163,1,228,-118.2688,11,2,0,0,26,22,1.0,1,4,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,57,686,228.0021929719098
12,2,132,20000049,34.0443,0,0,-118.2698,8,2,0,0,40,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,58,520,0.0
47,1,190,20000049,34.0443,0,0,-118.2698,4,2,0,0,5,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,59,245,0.0
26,0,214,20000049,33.9363,-33,108,-118.3028,2,2,0,0,2,11,0.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,61,122,112.92918134831227
27,2,232,20000049,33.9953,22,49,-118.2478,0,2,0,0,47,5,1.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,62,47,53.71219600798314
12,2,260,20000049,34.0443,0,0,-118.2698,9,3,0,0,32,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,63,572,0.0
12,2,353,20000049,34.0233,56,21,-118.2138,0,3,0,0,37,5,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,64,37,59.80802621722272
41,0,369,20000049,34.0183,121,26,-118.1488,0,3,0,0,1,12,1.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-05,LAL vs. LAC,3,65,1,123.76186811776881
26,0,28,20000058,33.9873,231,57,-118.0388,8,1,0,0,17,23,0.0,1,0,Right Corner 3,3,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,68,497,237.92856070678022
12,2,33,20000058,34.0443,0,0,-118.2698,7,1,0,0,53,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,69,473,0.0
5,1,41,20000058,34.0443,0,0,-118.2698,7,1,0,0,1,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,70,421,0.0
26,0,73,20000058,33.7873,7,257,-118.2628,3,1,0,0,11,25,1.0,1,4,Above the Break 3,3,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,72,191,257.09531306501873
12,2,131,20000058,34.0443,0,0,-118.2698,7,2,0,0,56,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,73,476,0.0
26,0,186,20000058,33.9873,51,57,-118.2188,2,2,0,0,40,7,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,74,160,76.48529270389177
26,0,201,20000058,33.8543,167,190,-118.1028,0,2,0,0,10,25,0.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,75,10,252.96047122030745
26,0,215,20000058,33.8543,-119,190,-118.3888,11,3,0,0,2,22,1.0,0,2,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,76,662,224.18965185752887
26,0,225,20000058,33.9873,16,57,-118.2538,9,3,0,0,10,5,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,77,550,59.20304046246274
26,0,236,20000058,33.9343,-84,110,-118.3538,7,3,0,0,24,13,0.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,78,444,138.40520221436765
26,0,306,20000058,34.0023,-71,42,-118.3408,0,3,0,0,1,8,0.0,0,1,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,79,1,82.49242389456137
26,0,368,20000058,33.9113,30,133,-118.2398,5,4,0,0,1,13,1.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,81,301,136.34148304899725
26,0,425,20000058,33.8883,1,156,-118.2688,0,4,0,0,46,15,0.0,0,4,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-07,LAL @ HOU,4,82,46,156.00320509528
26,0,2,20000068,33.8333,132,211,-118.1378,11,1,0,0,41,24,0.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,83,701,248.8875247978492
47,1,11,20000068,34.0403,-8,4,-118.2778,10,1,0,0,59,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,84,659,8.94427190999916
26,0,39,20000068,33.9173,132,127,-118.1378,6,1,0,0,36,18,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,87,396,183.17477992343814
26,0,44,20000068,33.8563,-29,188,-118.2988,5,1,0,0,54,19,1.0,0,4,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,88,354,190.22355269524328
26,0,70,20000068,33.9683,140,76,-118.1298,2,1,0,0,24,15,1.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,89,144,159.29846201391902
56,0,74,20000068,34.0443,140,0,-118.1298,1,1,0,0,48,14,1.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,90,108,140.0
26,0,79,20000068,33.8883,-1,156,-118.2708,1,1,0,0,25,15,1.0,0,4,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,91,85,156.00320509528
26,0,82,20000068,34.0403,-151,4,-118.4208,0,1,0,0,47,15,1.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,92,47,151.0529708413575
26,0,101,20000068,33.9683,110,76,-118.1598,10,2,0,0,57,13,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,93,657,133.70115930686615
26,0,115,20000068,33.9573,132,87,-118.1378,9,2,0,0,37,15,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,94,577,158.09174551506476
26,0,184,20000068,33.7933,-58,251,-118.3278,3,2,0,0,50,25,1.0,1,4,Above the Break 3,3,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,96,230,257.6140524117425
26,0,192,20000068,33.8843,-94,160,-118.3638,3,2,0,0,15,18,1.0,0,2,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,97,195,185.5693940282179
26,0,215,20000068,33.8943,-193,150,-118.4628,0,2,0,0,53,24,0.0,1,2,Above the Break 3,3,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,98,53,244.43608571567333
26,0,217,20000068,34.0443,140,0,-118.1298,0,2,0,0,48,14,1.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,99,48,140.0
26,0,228,20000068,34.0353,39,9,-118.2308,11,3,0,0,26,4,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,100,686,40.024992192379
26,0,241,20000068,33.8943,24,150,-118.2458,9,3,0,0,20,15,0.0,0,4,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,101,560,151.90786681406595
47,1,253,20000068,34.0443,-1,0,-118.2708,7,3,0,0,53,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,102,473,1.0
26,0,262,20000068,33.9113,119,133,-118.1508,6,3,0,0,40,17,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,103,400,178.46568297574746
26,0,300,20000068,34.0253,119,19,-118.1508,3,3,0,0,0,12,0.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,105,180,120.50726119201282
26,0,314,20000068,34.0023,-193,42,-118.4628,0,3,0,0,48,19,0.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,106,48,197.51708786836647
26,0,322,20000068,33.9893,-166,55,-118.4358,0,3,0,0,21,17,0.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,107,21,174.8742405273001
26,0,339,20000068,33.9283,24,116,-118.2458,10,4,0,0,39,11,0.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,108,639,118.45674315968678
26,0,365,20000068,33.8883,-65,156,-118.3348,7,4,0,0,8,16,0.0,0,2,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,109,428,169.0
56,0,370,20000068,34.0183,-166,26,-118.4358,6,4,0,0,25,16,1.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,110,385,168.02380783686579
26,0,379,20000068,33.9683,-58,76,-118.3278,5,4,0,0,14,9,0.0,0,1,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,111,314,95.60334722173695
26,0,395,20000068,33.9743,-37,70,-118.3068,3,4,0,0,38,7,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-08,LAL @ SAS,5,112,218,79.17701686727027
26,0,4,20000098,33.8563,-94,188,-118.3638,11,1,0,0,9,21,0.0,0,2,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,114,669,210.19038988498022
12,2,11,20000098,34.0443,0,0,-118.2698,10,1,0,0,17,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,115,617,0.0
34,2,19,20000098,34.0443,0,0,-118.2698,9,1,0,0,23,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,116,563,0.0
50,3,20,20000098,34.0443,0,0,-118.2698,9,1,0,0,21,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,117,561,0.0
47,1,111,20000098,34.0443,0,0,-118.2698,3,1,0,0,2,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,118,182,0.0
12,2,130,20000098,34.0443,0,0,-118.2698,0,1,0,0,44,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,119,44,0.0
26,0,135,20000098,33.9033,85,141,-118.1848,0,1,0,0,21,16,0.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,120,21,164.63899902513984
26,0,170,20000098,33.8863,-88,158,-118.3578,8,2,0,0,50,18,1.0,0,2,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,121,530,180.8535318980528
5,1,174,20000098,34.0443,0,0,-118.2698,8,2,0,0,18,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,122,498,0.0
40,4,236,20000098,34.0443,0,0,-118.2698,0,2,0,0,30,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,124,30,0.0
26,0,240,20000098,33.7683,1,276,-118.2688,0,2,0,0,4,27,1.0,1,4,Above the Break 3,3,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,125,4,276.0018115882575
26,0,274,20000098,34.0523,155,-8,-118.1148,8,3,0,0,38,15,1.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,127,518,155.2063143045411
26,0,307,20000098,34.0313,-155,13,-118.4248,5,3,0,0,18,15,1.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,128,318,155.54420593516173
26,0,309,20000098,33.9113,-84,133,-118.3538,4,3,0,0,34,15,0.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,129,274,157.30543537970962
26,0,317,20000098,34.0523,-178,-8,-118.4478,3,3,0,0,51,17,0.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,130,231,178.1796845883391
26,0,320,20000098,33.9553,16,89,-118.2538,3,3,0,0,40,9,0.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,131,220,90.4267659490264
26,0,322,20000098,33.9383,-48,106,-118.3178,3,3,0,0,33,11,1.0,0,4,In The Paint (Non-RA),1,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,132,213,116.36150566231085
26,0,340,20000098,34.0313,-170,13,-118.4398,2,3,0,0,5,17,0.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,134,125,170.49633427144408
26,0,362,20000098,33.9113,-119,133,-118.3888,0,3,0,0,14,17,0.0,0,2,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,135,14,178.46568297574746
26,0,381,20000098,34.0043,9,40,-118.2608,10,4,0,0,52,4,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,136,652,41.0
26,0,426,20000098,33.9623,-84,82,-118.3538,6,4,0,0,34,11,0.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,137,394,117.38824472663352
26,0,444,20000098,33.9853,9,59,-118.2608,4,4,0,0,57,5,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,138,297,59.682493245507096
5,1,468,20000098,34.0443,0,0,-118.2698,3,4,0,0,28,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,139,208,0.0
41,0,488,20000098,33.9853,9,59,-118.2608,1,4,0,0,38,5,1.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,140,98,59.682493245507096
50,3,493,20000098,34.0443,0,0,-118.2698,1,4,0,0,3,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-12,LAL vs. HOU,4,142,63,0.0
12,2,34,20000108,34.0443,0,0,-118.2698,7,1,0,0,43,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,143,463,0.0
0,1,77,20000108,34.0443,0,0,-118.2698,3,1,0,0,8,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,145,188,0.0
26,0,86,20000108,34.0483,129,-4,-118.1408,2,1,0,0,25,12,1.0,0,0,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,146,145,129.0620006043607
26,0,93,20000108,33.9473,-98,97,-118.3678,0,1,0,0,48,13,1.0,0,1,Mid-Range,1,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,147,48,137.88763541376724
26,0,108,20000108,33.9663,167,78,-118.1028,11,2,0,0,16,18,0.0,0,0,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,148,676,184.31766057543157
26,0,118,20000108,33.7953,108,249,-118.1618,10,2,0,0,19,27,0.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,149,619,271.41296947640507
41,0,129,20000108,33.8693,100,175,-118.1698,9,2,0,0,7,20,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,151,547,201.55644370746373
27,2,199,20000108,34.0443,0,0,-118.2698,1,2,0,0,54,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,154,114,0.0
12,2,219,20000108,34.0443,0,0,-118.2698,0,2,0,0,28,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,155,28,0.0
26,0,243,20000108,33.8753,115,169,-118.1548,10,3,0,0,23,20,0.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,157,623,204.41624201613726
26,0,303,20000108,33.9723,1,72,-118.2688,5,3,0,0,23,7,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,158,323,72.00694410957877
5,1,352,20000108,34.0443,0,0,-118.2698,0,3,0,0,37,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,160,37,0.0
26,0,360,20000108,33.8143,113,230,-118.1568,11,4,0,0,43,25,1.0,1,3,Above the Break 3,3,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,161,703,256.25963396524236
27,2,368,20000108,34.0443,0,0,-118.2698,10,4,0,0,28,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,162,628,0.0
47,1,371,20000108,34.0443,0,0,-118.2698,10,4,0,0,11,0,1.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,163,611,0.0
27,2,416,20000108,34.0443,0,0,-118.2698,5,4,0,0,37,0,0.0,0,4,Restricted Area,2,1610612747,Los Angeles Lakers,2000-11-14,LAL vs. DEN,6,164,337,0.0
26,0,2,20000124,33.8503,98,194,-118.1718,11,1,0,0,42,21,1.0,0,3,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-16,LAL @ SAC,7,166,702,217.34764779035453
26,0,5,20000124,33.8603,-117,184,-118.3868,11,1,0,0,7,21,0.0,0,2,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-16,LAL @ SAC,7,167,667,218.04815981796315
26,0,24,20000124,34.0463,-168,-2,-118.4378,8,1,0,0,53,16,0.0,0,1,Mid-Range,0,1610612747,Los Angeles Lakers,2000-11-16,LAL @ SAC,7,168,533,168.01190434013895
26,0,31,20000124,34.0083,70,36,-118.1998,8,1,0,0,16,7,0.0,0,4,In The Paint (Non-RA),2,1610612747,Los Angeles Lakers,2000-11-16,LAL @ SAC,7,169,496,78.71467461661771
