action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,remaining_time,dist
Driving Layup Shot,Layup,47,20101069,34.0443,0,0,-118.2698,5,1,0,2001-02,15,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-04-03,LAL @ NJN,NJN,2960,315,0.0
Dunk Shot,Dunk,215,20101069,34.0443,0,0,-118.2698,0,2,0,2001-02,58,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-04-03,LAL @ NJN,NJN,2966,58,0.0
Running Jump Shot,Jump Shot,383,20101069,33.9833,20,61,-118.2498,5,4,0,2001-02,1,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-04-03,LAL @ NJN,NJN,2984,301,64.19501538281614
Jump Shot,Jump Shot,264,20101164,33.8963,123,148,-118.1468,6,3,0,2001-02,24,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-04-15,LAL vs. SEA,SEA,3082,384,192.43960091415696
Driving Layup Shot,Layup,68,20200003,34.0443,0,0,-118.2698,4,1,0,2002-03,40,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-10-29,LAL vs. SAS,SAS,3114,280,0.0
Reverse Layup Shot,Layup,6,20200029,34.0443,0,0,-118.2698,11,1,0,2002-03,10,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-01,LAL @ LAC,LAC,3156,670,0.0
Driving Layup Shot,Layup,250,20200029,34.0443,0,0,-118.2698,11,3,0,2002-03,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-01,LAL @ LAC,LAC,3162,661,0.0
Jump Shot,Jump Shot,463,20200029,33.8763,121,168,-118.1488,1,4,0,2002-03,41,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-01,LAL @ LAC,LAC,3170,101,207.03864373589767
Driving Layup Shot,Layup,231,20200127,34.0443,0,0,-118.2698,1,2,0,2002-03,9,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-15,LAL vs. GSW,GSW,3311,69,0.0
Jump Shot,Jump Shot,125,20200142,33.8803,115,164,-118.1548,10,2,0,2002-03,40,20,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-17,LAL vs. HOU,HOU,3341,640,200.30227157973027
Jump Shot,Jump Shot,25,20200160,33.9373,133,107,-118.1368,9,1,0,2002-03,13,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2002-11-20,LAL @ SAS,SAS,3393,553,170.6985647274165
Driving Layup Shot,Layup,420,20200160,34.0143,11,30,-118.2588,4,4,0,2002-03,20,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-20,LAL @ SAS,SAS,3412,260,31.953090617340933
Driving Layup Shot,Layup,147,20200178,34.0443,0,0,-118.2698,10,2,0,2002-03,24,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-22,LAL vs. CHI,CHI,3420,624,0.0
Driving Layup Shot,Layup,304,20200178,34.0443,0,0,-118.2698,8,3,0,2002-03,38,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-22,LAL vs. CHI,CHI,3423,518,0.0
Alley Oop Layup shot,Layup,260,20200194,34.0443,0,0,-118.2698,11,3,0,2002-03,50,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-11-24,LAL vs. MIL,MIL,3438,710,0.0
Running Tip Shot,Tip Shot,324,20200431,34.0443,0,0,-118.2698,0,3,0,2002-03,30,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2002-12-29,LAL vs. TOR,TOR,3818,30,0.0
Driving Layup Shot,Layup,99,20200476,34.0443,0,0,-118.2698,0,1,0,2002-03,58,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-01-05,LAL vs. PHX,PHX,3861,58,0.0
Driving Dunk Shot,Dunk,53,20200530,34.0443,0,0,-118.2698,4,1,0,2002-03,54,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-01-12,LAL vs. MIA,MIA,3923,294,0.0
Layup Shot,Layup,440,20200546,34.0443,0,0,-118.2698,0,4,0,2002-03,43,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-01-15,LAL @ NOH,NOH,3969,43,0.0
Driving Layup Shot,Layup,104,20200563,34.0443,0,0,-118.2698,0,1,0,2002-03,41,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-01-17,LAL @ HOU,HOU,3974,41,0.0
Layup Shot,Layup,141,20200563,34.0443,0,0,-118.2698,8,2,0,2002-03,42,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-01-17,LAL @ HOU,HOU,3976,522,0.0
Dunk Shot,Dunk,63,20200651,34.0443,0,0,-118.2698,3,1,0,2002-03,16,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-01-29,LAL @ PHX,PHX,4045,196,0.0
Jump Shot,Jump Shot,2,20200727,34.0393,-171,5,-118.4408,11,1,0,2002-03,42,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-02-12,LAL @ DEN,DEN,4201,702,171.0730837975396
Jump Shot,Jump Shot,373,20200727,33.8813,-191,163,-118.4608,4,3,0,2002-03,43,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-02-12,LAL @ DEN,DEN,4225,283,251.09759058979438
Layup Shot,Layup,426,20200743,34.0443,0,0,-118.2698,6,4,0,2002-03,27,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-02-14,LAL vs. SAS,SAS,4263,387,0.0
Layup Shot,Layup,432,20200743,34.0443,0,0,-118.2698,5,4,0,2002-03,23,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-02-14,LAL vs. SAS,SAS,4264,323,0.0
Jump Shot,Jump Shot,31,20200769,33.8913,-117,153,-118.3868,8,1,0,2002-03,14,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-02-18,LAL vs. HOU,HOU,4304,494,192.60841103129428
Jump Shot,Jump Shot,151,20200769,33.9443,133,100,-118.1368,7,2,0,2002-03,53,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-02-18,LAL vs. HOU,HOU,4314,473,166.4001201922643
Jump Shot,Jump Shot,410,20200769,33.8453,100,199,-118.1698,4,4,0,2002-03,29,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-02-18,LAL vs. HOU,HOU,4325,269,222.71281956816048
Tip Shot,Tip Shot,344,20200820,34.0443,0,0,-118.2698,0,3,0,2002-03,0,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-02-25,LAL vs. LAC,LAC,4452,0,0.0
Reverse Layup Shot,Layup,196,20200880,34.0443,0,0,-118.2698,3,2,0,2002-03,36,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-03-05,LAL vs. IND,IND,4518,216,0.0
Driving Layup Shot,Layup,389,20200901,34.0443,0,0,-118.2698,1,3,0,2002-03,18,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-03-09,LAL vs. PHI,PHI,4574,78,0.0
Jump Shot,Jump Shot,76,20200925,33.9503,-184,94,-118.4538,3,1,0,2002-03,26,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-03-12,LAL @ DET,DET,4610,206,206.6204249342257
Jump Shot,Jump Shot,91,20200938,33.9143,-153,130,-118.4228,2,1,0,2002-03,31,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-03-14,LAL @ MIN,MIN,4636,151,200.7710138441304
Alley Oop Dunk Shot,Dunk,77,20200960,34.0443,0,0,-118.2698,0,1,0,2002-03,47,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-03-17,LAL @ LAC,LAC,4668,47,0.0
Jump Shot,Jump Shot,314,20200960,33.8963,113,148,-118.1568,0,3,0,2002-03,38,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-03-17,LAL @ LAC,LAC,4675,38,186.20687420178658
Driving Dunk Shot,Dunk,126,20201003,34.0263,10,18,-118.2598,10,2,0,2002-03,23,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-03-23,LAL @ SAS,SAS,4730,623,20.591260281974
Jump Shot,Jump Shot,434,20201093,33.8653,-181,179,-118.4508,3,4,0,2002-03,45,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2003-04-04,LAL @ MEM,MEM,4892,225,254.56236956785267
Driving Dunk Shot,Dunk,85,20201176,34.0443,0,0,-118.2698,4,1,0,2002-03,28,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-04-15,LAL vs. DEN,DEN,4991,268,0.0
Slam Dunk Shot,Dunk,230,20300040,34.0443,0,0,-118.2698,9,3,0,2003-04,25,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-02,LAL vs. GSW,GSW,5051,565,0.0
Jump Hook Shot,Jump Shot,37,20300050,34.0443,0,0,-118.2698,7,1,0,2003-04,11,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-04,LAL @ MIL,MIL,5057,431,0.0
Layup Shot,Layup,31,20300111,34.0443,0,0,-118.2698,8,1,0,2003-04,57,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-12,LAL vs. TOR,TOR,5137,537,0.0
Jump Shot,Jump Shot,388,20300111,33.9013,-113,143,-118.3828,11,4,0,2003-04,41,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2003-11-12,LAL vs. TOR,TOR,5144,701,182.25805880673698
Driving Layup Shot,Layup,418,20300172,34.0443,0,0,-118.2698,8,4,0,2003-04,6,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-21,LAL vs. CHI,CHI,5204,486,0.0
Dunk Shot,Dunk,28,20300208,34.0443,0,0,-118.2698,7,1,0,2003-04,46,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-11-26,LAL vs. WAS,WAS,5232,466,0.0
Driving Layup Shot,Layup,167,20300385,34.0443,0,0,-118.2698,7,2,0,2003-04,32,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-21,LAL vs. PHX,PHX,5393,452,0.0
Layup Shot,Layup,137,20300403,34.0443,0,0,-118.2698,8,2,0,2003-04,13,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2003-12-25,LAL vs. HOU,HOU,5425,493,0.0
Jump Shot,Jump Shot,348,20300831,33.8193,128,225,-118.1418,1,3,0,2003-04,50,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-02-25,LAL @ DEN,DEN,5718,110,258.8609665438187
Layup Shot,Layup,435,20300836,34.0443,0,0,-118.2698,2,4,0,2003-04,37,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-02-26,LAL vs. SAC,SAC,5753,157,0.0
Tip Shot,Tip Shot,236,20300952,34.0443,0,0,-118.2698,2,2,0,2003-04,24,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-13,LAL @ CHI,CHI,5846,144,0.0
Driving Layup Shot,Layup,262,20301012,34.0443,0,0,-118.2698,8,3,0,2003-04,16,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-21,LAL vs. MIL,MIL,5934,496,0.0
Reverse Dunk Shot,Dunk,248,20301033,34.0443,0,0,-118.2698,11,3,0,2003-04,21,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-03-24,LAL vs. SAC,SAC,5956,681,0.0
Driving Layup Shot,Layup,318,20301110,34.0443,0,0,-118.2698,3,3,0,2003-04,31,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-04,LAL vs. SAS,SAS,6085,211,0.0
Driving Layup Shot,Layup,10,20301121,34.0443,0,0,-118.2698,10,1,0,2003-04,20,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-06,LAL vs. POR,POR,6091,620,0.0
Layup Shot,Layup,280,20301121,34.0443,0,0,-118.2698,7,3,0,2003-04,13,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-06,LAL vs. POR,POR,6108,433,0.0
Layup Shot,Layup,288,20301121,34.0443,0,0,-118.2698,6,3,0,2003-04,0,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-06,LAL vs. POR,POR,6109,360,0.0
Driving Layup Shot,Layup,322,20301157,34.0443,0,0,-118.2698,0,3,0,2003-04,44,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-11,LAL @ SAC,SAC,6142,44,0.0
Dunk Shot,Dunk,177,20301187,34.0443,0,0,-118.2698,4,2,0,2003-04,34,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6186,274,0.0
Jump Shot,Jump Shot,247,20400014,33.8933,112,151,-118.1578,11,3,0,2004-05,18,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6231,678,188.00265955565632
Jump Shot,Jump Shot,136,20400073,33.8473,103,197,-118.1668,8,2,0,2004-05,56,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-12,LAL @ ORL,ORL,6324,536,222.30159693533471
Driving Dunk Shot,Dunk,76,20400158,34.0443,0,0,-118.2698,3,1,0,2004-05,58,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-23,LAL vs. MIL,MIL,6440,238,0.0
Driving Layup Shot,Layup,378,20400181,34.0443,0,0,-118.2698,11,4,0,2004-05,21,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-26,LAL vs. SAC,SAC,6474,681,0.0
Jump Shot,Jump Shot,248,20400205,33.7813,-85,263,-118.3548,8,3,0,2004-05,59,27,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-30,LAL @ MIL,MIL,6507,539,276.3946453895227
Driving Layup Shot,Layup,192,20400301,34.0443,0,0,-118.2698,0,2,0,2004-05,59,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-12-12,LAL vs. ORL,ORL,6609,59,0.0
Driving Layup Shot,Layup,318,20400315,34.0443,0,0,-118.2698,4,3,0,2004-05,44,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-12-14,LAL @ SEA,SEA,6639,284,0.0
